OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
BEIDOU-3 M5 (C23),2018-062A,2026-05-09T23:35:57.314400,1.86228980,.0004791,54.0835,183.6033,288.1642,71.8604,0,U,43581,999,5292,0,.51E-6,0
BEIDOU-3 M6 (C24),2018-062B,2026-05-09T07:25:51.702816,1.86227992,.00048082,54.0831,183.6153,18.9796,341.1148,0,U,43582,999,5291,0,.44E-6,0
BEIDOU-3 M12 (C26),2018-067A,2026-05-09T05:57:09.162144,1.86227965,.00078401,54.1783,182.3610,32.7480,327.3771,0,U,43602,999,5239,0,.46E-6,0
BEIDOU-3 M11 (C25),2018-067B,2026-05-10T10:57:55.548288,1.86227411,.0004443,54.1758,182.2838,18.1454,341.9481,0,U,43603,999,5244,0,.59E-6,0
BEIDOU-3 M13 (C32),2018-072A,2026-05-09T08:06:47.213280,1.86231535,.0008454,56.5922,63.9411,320.9117,39.0173,0,U,43622,999,5193,0,-.2E-6,0
BEIDOU-3 M14 (C33),2018-072B,2026-05-09T04:53:01.332096,1.86231536,.00066948,56.5941,63.9398,345.6638,14.3071,0,U,43623,999,5192,0,-.2E-6,0
BEIDOU-3 M16 (C35),2018-078A,2026-05-09T08:37:34.332960,1.86232384,.00079242,54.1265,301.3466,39.4697,320.5792,0,U,43647,999,5143,0,-.37E-6,0
BEIDOU-3 M15 (C34),2018-078B,2026-05-08T22:50:33.300384,1.86232654,.00050734,54.1224,301.3614,51.4620,308.5741,0,U,43648,999,5144,0,-.37E-6,0
BEIDOU-3 G1 (C59),2018-085A,2026-05-10T18:59:46.014720,1.00273168,.0007661,2.9792,98.3582,338.1716,236.9830,0,U,43683,999,2768,0,-.96E-6,0
BEIDOU-3 M17 (C36),2018-093A,2026-05-09T05:58:49.985760,1.86228609,.0009134,54.1671,183.6178,291.2507,160.2904,0,U,43706,999,5081,0,.44E-6,0
BEIDOU-3 M18 (C37),2018-093B,2026-05-10T01:11:23.052768,1.86226895,.0007287,54.1678,183.5827,322.3384,37.6875,0,U,43707,999,5082,0,.52E-6,0
BEIDOU-3 IGSO-1 (C38),2019-023A,2026-05-09T15:45:46.918656,1.00251812,.00240087,58.6428,38.0490,234.3721,307.0515,0,U,44204,999,682,0,-.217E-5,0
BEIDOU-2 G8 (C01),2019-027A,2026-05-10T18:47:00.987648,1.00274401,.0011032,1.5630,74.4105,282.1591,298.2816,0,U,44231,999,2570,0,-.236E-5,0
BEIDOU-3 IGSO-2 (C39),2019-035A,2026-05-10T12:31:18.908832,1.00278958,.0039672,55.2384,159.1933,215.7274,161.0970,0,U,44337,999,2529,0,-.65E-6,0
BEIDOU-3 M24 (C46),2019-061A,2026-05-09T01:04:30.548064,1.86229217,.00081034,54.3946,184.0482,3.6991,356.3835,0,U,44542,999,4506,0,.42E-6,0
BEIDOU-3 M23 (C45),2019-061B,2026-05-10T05:41:38.706720,1.86227724,.0005083,54.3931,183.9765,345.3388,6.0609,0,U,44543,999,4508,0,.54E-6,0
BEIDOU-3 IGSO-3 (C40),2019-073A,2026-04-30T20:24:33.185376,1.00251230,.00424046,54.8842,281.4069,188.8195,170.9972,0,U,44709,999,2398,0,-.212E-5,0
BEIDOU-3 M22 (C44),2019-078A,2026-05-09T10:06:16.219584,1.86227546,.00071985,53.9723,301.1911,47.1122,312.9393,0,U,44793,999,4392,0,-.37E-6,0
BEIDOU-3 M21 (C43),2019-078B,2026-05-10T02:21:07.454880,1.86228028,.0004992,53.9450,301.1295,44.9662,315.0658,0,U,44794,999,4394,0,-.37E-6,0
BEIDOU-3 M19 (C41),2019-090A,2026-05-08T10:55:03.355680,1.86231845,.00193419,56.5258,64.1039,296.1478,239.2902,0,U,44864,999,4349,0,-.21E-6,0
BEIDOU-3 M20 (C42),2019-090B,2026-05-09T09:12:30.606048,1.86231698,.00170252,56.5282,64.1078,308.8996,218.8417,0,U,44865,999,4349,0,-.2E-6,0
BEIDOU-3 G2 (C60),2020-017A,2026-05-10T13:20:38.702400,1.00270581,.0002773,2.7884,46.8139,8.4061,93.3269,0,U,45344,999,2288,0,-.129E-5,0
BEIDOU-3 G3 (C61),2020-040A,2026-05-10T20:41:38.795712,1.00277048,.0003527,2.3555,67.3358,333.2309,248.9979,0,U,45807,999,2169,0,-.343E-5,0
BEIDOU-3 G4 (C62),2023-066A,2026-05-10T20:28:19.053120,1.00267265,.0003528,0.5368,322.6244,159.8365,193.2745,0,U,56564,999,1101,0,-.273E-5,0
BEIDOU-3 M28 (C50),2023-207A,2026-05-10T04:12:16.981056,1.86229756,.0004296,55.7207,63.5853,329.1054,30.8593,0,U,58654,999,1613,0,-.23E-6,0
BEIDOU-3 M26 (C48),2023-207B,2026-05-10T12:13:53.653728,1.86229738,.0004534,55.7231,63.5604,308.9915,50.9578,0,U,58655,999,1612,0,-.23E-6,0
BEIDOU-3 M25 (C47),2024-168B,2026-05-08T17:19:56.032320,1.86230280,.00032196,54.5099,303.6138,315.5987,43.1750,0,U,61186,999,1104,0,-.38E-6,0
BEIDOU-3 M27 (C49),2024-168C,2026-05-09T01:18:48.153600,1.86230358,.00023476,54.5049,303.5853,41.6147,315.1318,0,U,61187,999,852,0,-.38E-6,0
